0.897478938,-0.235660732,0.139078736,0.668691754,0.059642449,0.065340281,0.738257945,0.002811968,-0.462760091,-0.020533323,-0.504323,-0.404906809,-0.52953437,1.093234082,-0.814981323,-1.286686943,-1.971318624,0.91571945,0.326826423,0.136999965,0.05317821,0.162543297,-0.145531267,0.974460065,0,1,-0.312079012,-0.743183792,1,-0.670158207,-1,0.911183953
0.88636744,-0.228939354,0.139466882,0.673118234,0.074393839,0.070513785,0.73239696,-0.00829953,-0.456038713,-0.020145178,-0.498885001,-0.406563606,-0.545272788,1.101645019,-0.83405112,-1.313499934,-1.944231901,0.91571945,0.326826423,0.136999965,0.05317821,0.162543297,-0.145531267,0.974460065,0,1,-0.650346875,-0.939085245,0.689376652,-0.826165497,-0.835128248,0.814312994
0.870913386,-0.220582008,0.138727903,0.674254298,0.093670465,0.069966592,0.729185581,-0.023753583,-0.447681367,-0.020884156,-0.485836808,-0.413978993,-0.572607997,1.12212199,-0.858724953,-1.338318756,-1.920025111,0.91571945,0.326826423,0.136999965,0.05317821,0.162543297,-0.145531267,0.974460065,0,1,-0.635569096,-0.133450031,0.399926394,-1,-0.502031088,0.634484708
0.860844493,-0.20957917,0.142185092,0.674872577,0.109624639,0.074328795,0.725950897,-0.033822477,-0.436678529,-0.017426968,-0.474465965,-0.430146038,-0.579800191,1.137003643,-0.888663487,-1.35322705,-1.901163212,0.91571945,0.326826423,0.136999965,0.05317821,0.162543297,-0.145531267,0.974460065,0,1,-0.642410815,-0.595128059,0.192495957,-0.835481942,-0.232035905,0.870880723
0.85423708,-0.199755549,0.148091435,0.674295485,0.125152513,0.076008417,0.723799109,-0.04042989,-0.426854908,-0.011520624,-0.457537529,-0.444268504,-0.596541054,1.142713247,-0.913607259,-1.360120502,-1.875275374,0.91571945,0.326826423,0.136999965,0.05317821,0.162543297,-0.145531267,0.974460065,0,1,-0.313744426,-0.470853269,0.162966341,0.466966063,-0.309430718,0.789828241
0.855340779,-0.189851224,0.159973145,0.678118289,0.126724571,0.081379898,0.719356537,-0.039326191,-0.416950583,0.000361085,-0.438491013,-0.453578449,-0.614629819,1.147856563,-0.903480832,-1.369304408,-1.851793892,0.91571945,0.326826423,0.136999965,0.05317821,0.162543297,-0.145531267,0.974460065,0,1,0.002523109,-1,0.516295314,-1,-0.072379075,0.668355107
0.851299584,-0.177868158,0.162505269,0.674408197,0.143295452,0.080345251,0.719850421,-0.043367386,-0.404967517,0.002893209,-0.41233768,-0.458427067,-0.641646842,1.149134434,-0.919844092,-1.37147289,-1.831927845,0.91571945,0.326826423,0.136999965,0.05317821,0.162543297,-0.145531267,0.974460065,0,1,-0.353269041,-0.692569613,0.302599907,-0.685226917,0.045890331,0.39430654
0.846409619,-0.163364202,0.163420558,0.668304503,0.15970552,0.079110324,0.72222209,-0.048257351,-0.390463561,0.003808498,-0.383713595,-0.468294534,-0.662221877,1.158100749,-0.940463288,-1.370100076,-1.820207143,0.91571945,0.326826423,0.136999965,0.05317821,0.162543297,-0.145531267,0.974460065,0,1,-0.180819958,-0.99253124,0.355277538,-0.446284503,0.200019389,0.359815121
0.841545522,-0.152188003,0.163202286,0.662275672,0.173519194,0.072261214,0.725300193,-0.053121448,-0.379287362,0.003590226,-0.353834133,-0.473774913,-0.69140217,1.16867417,-0.953704256,-1.364157929,-1.809511349,0.91571945,0.326826423,0.136999965,0.05317821,0.162543297,-0.145531267,0.974460065,0,1,-0.089588597,-0.501176953,0.194308162,-0.192147866,0.390385896,0.465411991
0.841162801,-0.140939862,0.163383365,0.65921706,0.183037907,0.066375554,0.726308644,-0.053504169,-0.368039221,0.003771305,-0.325361661,-0.476433816,-0.713078573,1.17470826,-0.959473436,-1.35255033,-1.795676771,0.91571945,0.326826423,0.136999965,0.05317821,0.162543297,-0.145531267,0.974460065,0,1,-0.000644713,-0.38254714,0.293753654,-0.656206071,0.48618415,0.319445938
